01493741	11641
08879680	33253
10321474	25100
04750164	4881
15291801	30164
00209174	28611
07672421	28605
00679715	33956
06026088	17323
05699434	3474
14037011	6057
10435716	17781
04011827	20541
15078050	15486
01531265	1339
06461609	38584
06261744	12961
10035952	39146
02000036	21505
01885239	35786
10003283	20662
14552802	538
04598965	24782
05050379	7427
05768806	319
06791372	1558
12575679	20665
02627292	3372
14814531	21106
00540946	8687
00288563	16069
14543931	15020
03886053	26930
09038990	12756
02614387	38863
01134479	11644
02471203	19924
14877234	34323
14431169	15598
08524262	11395
00599434	29786
03599628	1977
04316646	23288
13534954	12094
05809192	5533
07774479	38915
04637108	40305
00090708	17467
13273550	25239
01827535	10158
01981702	3471
08515126	17871
02274516	25566
03790230	9184
00837133	38566
00757080	26360
05737153	3108
02392762	24588
02721160	9304
00437449	14976
12969425	39173
10643727	28647
00301856	9177
08541841	16316
01806271	32712
10657306	8565
11068196	18298
10172793	9724
12318965	18664
03560430	26092
06136105	40232
00990392	36953
01015866	10599
00315605	16114
05576950	33220
01265176	21096
14997012	17142
04544979	3150
12966386	3944
00635012	29087
01206218	9521
02313250	20865
00721431	34480
00051170	32640
01644542	20092
12766595	10146
05855517	17944
13328357	14997
14160786	40115
04841810	32242
09140569	9161
02170427	18098
05243704	19062
00025728	21149
01874928	24725
06805497	14686
08729452	8382
02429682	39538
01981276	13359
00754280	10192
06778925	35435
06805826	9962
06988684	35689
08640111	23603
10416828	15761
08782976	30453
01809617	39522
00166355	37813
08688247	24976
09891079	27588
06695579	11601
09237076	8705
14550797	14087
14671372	33877
02498987	30090
08593924	31058
00050652	3859
04922338	1196
02153387	4907
01354673	6823
12459629	33451
09238926	10035
08851500	9258
03251533	12349
11650919	27713
04592741	11509
00135578	11486
00109081	7112
15051129	32140
04377057	9311
13500557	36026
01220336	20911
00828559	33120
00312553	24397
02376542	1465
05287090	29019
02338449	14205
06340047	33443
02397266	3216
08857260	30898
08902894	38611
01408253	12582
08199025	172
07452074	24400
00073713	34904
11078982	37261
05910940	12936
10925939	22856
01224517	8305
00946499	344
04993413	5498
05571713	10259
03791053	4385
01920048	34843
00597532	21608
08898187	18018
00947128	3322
01507134	8625
02397460	19265
12398682	34332
02750835	3616
10029068	13794
07529245	29146
04868148	32103
01874568	11116
10999584	30878
03191561	28540
00759657	1063
09133500	25514
05780885	5099
01625666	16088
02446660	2499
02292692	25882
09683306	19923
02301072	11956
07295047	655
11663449	5441
09128536	37390
09888832	38468
10477077	29950
02683840	40080
